average_stars,compliment_cool,compliment_cute,compliment_funny,compliment_hot,compliment_list,compliment_more,compliment_note,compliment_photos,compliment_plain,compliment_profile,compliment_writer,cool,elite,fans,funny,name,useful,user_id,yelping_since
3.83,3,1,3,8,0,3,6,3,9,1,13,259,"2014,2015,2016,2017,2018",33,152,Shelley,598,njdEeWSnf6_MEJNwiMmyFA,2010-08-22 18:28:37
3.15,37,0,37,20,2,4,15,0,26,1,23,339,"2012,2013,2014,2015,2016,2017",33,371,Stephanie,884,ABorYL4y1cnJlSFw_qkLSw,2010-07-16 18:27:33
2.97,44,2,44,26,0,6,68,3,61,2,11,428,,17,565,Andrea,1019,qEX4Rz0nzYFlxK3cAvI7tQ,2008-02-20 00:29:32
3.4,3,0,3,2,0,1,3,1,6,1,0,120,2018,8,126,Sheryl,386,4_CP2EGmGA5RO6hb3GqSOw,2009-06-13 19:52:08
3.61,93,4,93,37,2,11,19,8,63,1,25,330,"2010,2011,2012,2014,2015,2016",27,204,Sachi,799,BdvXXgS8haEl1K6kE3yTQA,2009-09-01 18:25:49
3.27,0,0,0,0,0,1,7,0,7,0,0,72,,4,99,Jane,597,mdnGlvTz9B2WfCQX0ty3fA,2009-03-20 04:19:03
4.13,50,10,50,37,1,5,14,12,26,4,18,435,"2010,2011,2012,2013,2014,2015,2016,2017,2018",61,319,Cora,834,4uUspdcp3TZhIGcD5xHQgg,2009-10-26 06:39:25
3.96,62,4,62,41,0,6,55,18,76,3,25,633,"2015,2016,2017,2018",59,301,Carrie,1255,5Eb-UX2OMpo8GmV4KH0etA,2011-09-16 18:07:57
4.39,10,0,10,1,0,0,6,39,10,0,4,461,"2017,2018",40,96,Jason,846,6S4uxbPpb9pMk9bKMUVZng,2011-07-06 14:47:49
3.52,361,5,361,93,10,17,153,42,367,6,113,1707,"2011,2012,2013,2014,2015,2016,2017",56,1846,Tony,2449,s6r05HIB4bHHA2UtK94u8g,2009-01-01 04:34:52
4.22,8,0,8,3,0,0,3,3,10,1,5,178,"2014,2015,2016,2017,2018",15,71,Andrew,457,CDZPzkPVyM4GIxgt9rElQw,2013-11-18 01:11:13
3.5,487,24,487,369,5,42,172,167,381,53,230,3761,"2014,2015,2016,2017,2018",195,3373,Chena,4431,sd4E5iKUZotDEeiF3cC81Q,2012-05-28 03:21:18
4.06,213,2,213,108,0,37,37,121,129,17,89,1800,"2016,2017,2018",100,1118,Cristina,2218,3O0IrWHOCo7Syfxv_CFYZQ,2012-12-26 14:57:46
3.86,22,0,22,23,0,3,12,3,25,2,17,277,"2013,2014,2015,2016,2017",15,179,Michael,605,snDjs1hdh7JOWv4jjbXPDw,2008-11-19 02:57:33
3.63,2,1,2,0,0,2,3,0,3,0,0,51,"2016,2017,2018",4,41,Shu,123,gxYjmyb31JtIE-SK3c4Fhw,2010-12-06 05:59:44
4.03,52,0,52,24,0,1,30,2,67,2,36,430,"2013,2014,2015,2016,2017,2018",20,203,Michael,906,nx3gtrrFfe_EUuOiGK7y5A,2011-09-10 23:36:25
4.33,98,25,98,45,1,7,39,12,87,9,19,658,2010,52,537,Janine,1206,nhLROdDk7Gb_B2Tpj2PbeQ,2007-03-21 22:54:45
3.9,155,28,155,222,1,17,67,47,114,6,69,1700,"2011,2012,2013,2014,2015,2016,2017,2018",123,1086,Nydia,2278,04J_q_VhSBItxNiEAN-gkA,2011-01-14 18:17:36
4.1,32,0,32,22,0,3,11,15,27,4,14,499,"2014,2016,2017,2018",22,135,Bill,949,YGbj097watzBh1XAn7HTew,2011-03-12 16:11:39
3.6,20,1,20,21,1,29,20,18,8,3,12,358,"2017,2018",38,243,Lisa,616,WoEP4xNo9DvwevoYKp2QSw,2010-04-15 08:56:58
3.76,42,0,42,3,1,3,7,0,30,0,0,250,2009,13,172,Sarcastic,532,IJABCqLsGgT8DxqujUQmiA,2006-01-28 19:08:51
4.19,98,2,98,50,0,4,17,30,30,0,62,1647,"2015,2016,2017,2018",88,678,Ali,2134,18qEoFOVEernpVLh97PQPQ,2014-07-25 22:54:47
3.82,261,22,261,217,3,20,61,19,226,17,125,1599,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",52,1554,Teresita,2189,8kLCcutZ5iK-xuxY0KeQHA,2008-05-27 18:34:24
3.75,76,1,76,35,0,13,22,84,88,3,28,290,"2010,2011,2012",39,210,Ed,608,C9WHeAxjoR9Nxo7l-Y-F0g,2007-08-04 19:27:01
3.68,161,4,161,159,9,12,63,8,189,15,60,866,"2009,2010,2011,2012,2013,2014",45,544,Rachael,1137,6YNaK0mmWfz0YCa67JPV5Q,2009-05-19 03:12:47
2.94,4,0,4,1,0,4,6,0,4,1,7,100,"2016,2017,2018",14,158,Samita,466,dktoZul4mwrrWP1Bfs-hLg,2012-10-01 14:58:54
3.63,13,0,13,25,0,3,15,3,17,1,27,235,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",27,192,Jenni,820,orOVeBYy9w7LkdyZqxniJQ,2008-07-18 20:23:02
4.08,10,4,10,7,0,4,4,0,4,0,5,135,"2015,2016",34,144,Niniane,693,WaQ7KcZd3wVozXiDFWIDVA,2006-12-08 10:38:07
3.65,16,0,16,7,0,3,18,4,14,0,10,281,"2014,2015,2016,2017",10,265,Du Preez,578,gg_kE0zjr4Sp-L8MBI1m5w,2010-09-27 04:49:56
3.77,2,0,2,1,0,3,0,0,4,0,2,109,"2012,2013,2014,2015,2016,2017,2018",6,80,Tom,302,-MuHLm0xno7Nh83Ew2dNRQ,2008-07-18 16:04:40
3.53,339,4,339,175,2,11,175,29,688,16,64,1327,"2012,2013,2014,2015,2016,2017,2018",92,1511,Jennifer,1999,a010w8zqtYr51YN1Fsh-wA,2011-08-06 04:31:25
3.53,46,1,46,11,1,7,11,2,43,4,7,277,"2009,2010,2011,2012",21,283,Grant,648,mPb_rzKd8JoapJB9dkEjdg,2007-07-23 04:06:34
3.74,49,6,49,52,2,9,15,3,38,9,33,545,"2010,2012,2013,2014",35,857,Kris,873,2I7-sk24HJbZZQ2WoX4moA,2010-05-27 15:47:52
4.29,167,6,167,115,4,14,60,40,857,4,82,1135,"2012,2013,2014,2015,2016,2017,2018",261,845,Missy,1653,NrSURtBigpxbdfL4nGB-Jg,2010-03-13 22:09:57
4.46,24,3,24,13,0,2,16,10,25,2,11,437,"2014,2015,2016,2017,2018",55,233,Vicky,770,YTOJTDWe41RQlaaQUxwHKQ,2012-01-29 21:16:29
3.66,173,4,173,85,2,15,86,21,132,2,123,1129,"2011,2012,2013,2014,2015,2016,2017,2018",102,620,Christine,2383,URMCMZj2xfy1Tg4VMCoWBQ,2009-05-02 14:25:49
3.23,5,0,5,3,0,2,18,4,19,0,6,286,"2015,2016,2017,2018",29,271,Lynnette,1044,HK7JpmmHw_1N5VEVf9506g,2007-06-22 02:34:19
3.35,3,0,3,2,0,0,14,0,6,0,0,48,,6,61,Charles,378,wmqsehbFirZPlAluJUakeQ,2009-12-28 19:17:01
3.31,37,1,37,14,0,2,12,7,56,2,5,155,,23,144,Jimmy,292,A2h-A8htZOfhJlGQNSx8LQ,2011-08-30 21:26:55
3.54,88,1,88,43,0,2,64,10,62,1,33,486,"2013,2014,2015,2016,2017,2018",34,195,Joann,1107,d69F8wnAyCQMWuYQTEFFUw,2010-11-28 09:04:36
3.73,32,2,32,28,0,7,24,4,25,2,8,243,"2010,2011,2012,2013,2014,2015,2016,2017,2018",27,192,Melly,631,p9OxtB3eBOYa-BydHDr9TQ,2010-07-26 18:50:19
4.09,790,9,790,318,6,36,438,23,774,34,122,2222,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",84,2092,Ben,2427,C-4a9xguoYZsmxXipo4p1Q,2006-03-02 03:52:05
4.05,66,0,66,29,3,3,15,8,37,4,42,743,"2015,2016,2017,2018",46,640,Jerry,1353,6Dca_QIXdvHH3lIHHPcyxw,2014-08-14 13:19:03
3.62,24,1,24,4,0,0,4,1,7,2,5,90,"2010,2011,2012,2013,2014",8,84,Ren,204,bdZLmvZg7ibzD0YbLfru6A,2007-10-08 00:41:15
4.12,675,54,675,1067,4,108,307,263,584,81,286,8621,2015,231,7822,Stephani,9526,hZRDW7lFIO3ZRMIxLtvtoA,2014-09-15 22:41:38
3.59,29,4,29,22,1,10,12,2,17,2,14,384,"2009,2010,2011,2014",32,373,Kimberly,976,gpqGjIHlvUKDTttna4wcZQ,2007-06-08 02:14:24
4.8,9,0,9,1,0,2,8,1,31,2,1,332,"2016,2017,2018",12,98,Dave,470,j3BvyNHQbDrPPjcULV1vFg,2009-06-09 23:54:23
3.53,80,2,80,62,7,29,45,1,58,3,31,722,"2006,2007,2008",56,760,Kate,990,1H3vOdbwqACw_mgZHy5i0A,2006-07-18 21:45:43
4.15,6,0,6,5,0,3,2,1,8,1,4,159,"2015,2016,2017,2018",25,137,Kayla,592,p83UaHTNitwhRKGyJ5SRvQ,2010-10-16 20:06:39
4.0,123,2,123,68,1,9,61,69,89,2,80,1008,"2013,2014,2015,2016,2017,2018",55,501,Sara,1768,M0AnYyp5EBMryhTNHR8oqQ,2008-07-02 18:59:37
3.56,159,4,159,88,2,6,49,74,172,12,47,1994,"2011,2012,2013,2014",32,1889,Jules,2279,77wo69hNeqoPVBRRLzO1hw,2011-03-18 03:47:02
3.7,596,96,596,593,26,48,220,152,294,40,134,2035,"2008,2009,2010,2011",480,1537,Anz,2676,fjDC4nvFCx7So-oScD_ckQ,2007-11-18 01:26:36
3.33,29,0,29,10,0,0,13,29,23,11,15,620,"2010,2011,2012,2016,2017,2018",45,446,Michele,1023,Xo1IpSNvNhOwyFm_tN4sug,2009-02-24 06:54:25
3.74,12,1,12,8,2,4,2,5,7,0,17,389,"2015,2016,2017",25,329,Cindy,653,szaAGcf1O72kPk55LJTeaw,2009-11-11 23:00:23
3.8,49,0,49,28,2,1,34,12,45,2,24,476,"2012,2013,2014,2015,2016,2017,2018",30,535,Sarah,1608,Z4g-pQY0O6vSbr5TUpYucg,2010-03-19 23:12:14
4.2,109,2,109,42,0,3,30,90,78,3,23,1904,"2015,2016,2017,2018",89,1101,Jackie,2404,uVOLLjTnrDWHQ7qIjlLMvA,2013-04-14 13:31:44
3.12,5,2,5,3,0,3,9,0,13,1,4,210,2009,20,291,Anpan,684,qL8RwBOAwXJ5VSkR-DWl5g,2008-12-06 13:08:39
3.88,23,3,23,21,0,3,8,6,55,1,18,1996,"2011,2012,2013,2014,2015,2016,2017,2018",26,1863,Lynn,2759,Rwv2Aq3UzXi64u62U_F4Cg,2010-02-11 04:34:54
3.87,82,18,82,92,14,12,68,51,78,6,41,840,"2010,2011,2012,2013,2017,2018",123,649,April,1328,C7qczjBIVlJaUmvSGJdoFA,2010-06-02 02:42:09
3.91,4,0,4,4,0,2,2,0,5,1,3,151,"2014,2015,2016,2017,2018",9,93,Bob,405,jd1ghWRsfB_tIYVggFk3tA,2008-06-14 00:35:33
3.4,5,0,5,1,0,2,8,1,4,2,4,106,"2013,2014,2015,2016",21,79,Monique,403,spkspIaGx9aj8wsnGOVnqA,2010-06-27 22:35:04
3.6,18,2,18,19,0,2,28,14,27,5,16,239,"2012,2013,2014,2015,2016",25,227,Christina,787,yIsQ4qFCyY-clmlRwQlw_w,2011-11-01 16:48:04
3.82,111,35,111,148,1,11,43,18,66,6,26,467,"2008,2009,2010,2011,2012",35,317,christina,845,IDzHKZZSGN_sqbI_g3tQDw,2007-01-25 19:08:14
3.77,27,4,27,6,0,2,8,2,15,1,3,394,,17,281,Hilda,748,89WVPgShXMDkcfnBx3A_Eg,2008-06-15 18:20:27
4.04,2,0,2,2,0,1,6,1,7,2,1,88,,12,64,Alexandra,243,XvKdp9PB4rKJKwI798mJgg,2012-07-03 21:43:45
3.63,2,0,2,7,0,0,10,7,8,0,7,229,"2015,2016,2017,2018",19,159,Alex,497,CLiR2am6jKkL9Wg-fnf0zA,2012-12-17 16:54:11
4.11,30,1,30,23,2,8,19,1,56,3,14,289,"2009,2010,2011,2012,2013,2014,2015",31,96,Matt,708,XFe1qZlpLtuNV9-QnBQsig,2008-04-30 01:48:51
3.64,9,0,9,10,0,1,17,0,60,0,10,196,"2012,2013,2014,2015,2016,2017,2018",13,90,Stefano,449,HeH4pnSfdptbFCscjVZEBA,2008-10-03 23:54:05
3.25,209,12,209,139,4,11,57,47,229,14,64,891,"2010,2011,2012,2013,2014,2015,2016,2018",37,1069,Corey,1269,evZCpzt6Jv9hqeyWNckd7g,2009-05-22 04:33:02
3.71,134,19,134,162,2,14,77,58,139,7,72,1239,"2012,2013,2014,2016,2017,2018",108,1278,Annie,1841,y6v0WKg8pcQAYMjYJE1cxg,2011-10-07 17:01:20
3.57,18,0,18,10,1,11,11,2,27,1,9,157,"2013,2014,2015,2016,2017,2018",20,133,James,692,clDOsmh-2esY2Y6OC9XEuw,2012-11-26 18:43:18
3.47,62,3,62,86,2,8,26,6,38,4,40,698,"2009,2010,2011",52,746,Roy,1293,notPJ9iEf1aw_wuu_4fsdg,2007-10-21 07:22:14
3.5,38,0,38,26,0,5,36,4,74,6,21,212,"2012,2013,2014,2015",20,189,Sarah,590,yMxcK-tnPDq0tDnBAhDDOg,2011-11-06 00:13:15
3.81,180,15,180,140,5,21,66,8,129,6,31,885,"2007,2008,2009,2010,2011,2012",34,358,Becky,1013,CCxXU6lPcMfYmk6Ct-YQmA,2007-02-10 20:54:11
3.87,10,0,10,4,0,0,5,4,6,1,4,267,"2016,2017,2018",13,165,Annemarie,531,ObQl16Vuc4sHPGKtzSGNUw,2012-04-04 06:20:58
3.47,21,0,21,12,0,3,21,4,27,0,25,321,"2013,2014,2015,2016,2017,2018",15,217,Derek,703,4yGImSwdU9FZxVQIbZql3w,2009-12-28 21:44:23
4.19,3,0,3,2,0,1,5,5,5,1,7,196,"2016,2017,2018",35,168,Robert,459,UaPKX1z-pAl7gegTK6DfyA,2009-06-27 08:57:57
3.8,3,0,3,0,0,2,6,3,21,0,6,308,,17,327,Tony,1149,5zJb65C8iLUFVfkbRHmnUQ,2009-02-15 02:32:09
3.64,260,12,260,218,11,19,69,161,141,7,77,1294,"2009,2010,2011,2012",81,1043,Pauline,1587,0HdTa-MiPaoeEfM8RK63kA,2008-01-18 22:47:28
3.55,5,0,5,4,0,2,5,0,6,0,3,199,"2015,2016,2017",13,134,Nicki,460,8IArCBeNftW8PjL3JOmA5g,2012-09-11 19:45:03
3.41,79,9,79,82,15,22,62,21,99,6,52,605,"2009,2010,2011,2012,2013",36,841,Marie,1541,2VKVhy1SwaixHCeiWglLUQ,2009-05-11 11:53:07
3.68,15,2,15,12,0,3,25,7,12,2,16,194,,28,190,Jacqui,898,REqY51-eFnW8zdw9xJo5vg,2010-05-18 16:34:25
3.49,17,2,17,9,1,5,10,10,14,4,11,212,"2011,2012,2013,2014,2015,2016,2017",26,222,Tanda,592,asHB-jV3pF8uictLNYEgCw,2011-06-10 16:56:25
3.35,12,3,12,16,1,3,13,12,11,1,10,180,"2009,2010,2011,2012,2013,2014",23,207,Emmie,495,6pNftAvuCGpkaXBgL-4QdQ,2007-02-15 19:13:56
3.65,18,3,18,8,0,4,8,7,9,0,5,365,2015,35,326,Andrea,686,D7IONMrpSX9PuJdelvAWVA,2013-09-19 03:08:02
3.82,142,21,142,90,2,13,31,3,179,6,15,985,"2006,2007,2008,2009",34,458,Tracy,1302,O7OLR9n8MvPeJJtWXLJLLg,2006-10-10 03:55:21
3.93,174,1,174,74,1,21,65,9,124,20,50,704,"2011,2012,2013,2014,2015",32,603,Andre,940,8RhA5uJ7NBFjsoBxJAjljQ,2010-08-22 02:54:08
4.15,34,1,34,19,1,6,15,3,15,0,27,377,"2008,2009,2014,2015,2016,2017,2018",31,193,Maria,718,3FjdHwnoz-vfw6hBBtckqg,2008-03-26 18:35:10
3.38,12,0,12,8,0,2,17,4,14,0,10,215,"2015,2016,2017,2018",31,222,Brandon,698,8cpbi9lmxRstKBUdqv8DXg,2012-12-08 16:56:23
3.82,27,0,27,16,0,10,30,3,49,4,21,492,"2014,2015,2016,2017,2018",51,331,Jason,921,j1zlpSYDZJ7NgUjLo-MySQ,2011-08-13 01:14:22
3.79,1857,58,1857,1298,13,162,376,295,606,108,468,13100,"2014,2015,2016,2017,2018",211,11868,Jerianne,13802,argaX4ADH_Wczq2ZUPYLNw,2011-09-27 01:47:17
4.06,6,0,6,6,0,1,3,1,6,3,15,143,"2014,2015,2016,2017,2018",10,83,Nina,484,3_inIIto4ZaKsuOqEaJazw,2013-11-24 13:13:55
3.49,26,0,26,12,0,0,13,10,19,0,4,982,"2016,2017,2018",27,310,Amanda,1339,lWOjMHX5qkIa1frJhEy7gw,2013-12-31 10:18:12
3.73,56,1,56,12,0,6,55,11,30,0,21,634,"2015,2016,2017,2018",38,595,Benita,932,xyhIboKojc_HfOAVO7Egfg,2014-03-20 03:03:57
3.34,11,3,11,3,0,6,20,9,13,4,9,192,"2014,2015,2016,2017,2018",19,159,Joyce,384,dYzwLIPFpid_JxDT0LweRQ,2011-03-26 18:38:38
3.63,39,0,39,14,1,2,9,1,16,1,12,265,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016",11,332,Rob,477,fLhsOqTS51MJwg0g50glIA,2007-03-16 19:09:58
3.94,26,0,26,7,7,3,24,0,28,2,16,189,"2011,2012",11,115,Kimberly,554,WI8aJ-Longj0nCQRUvAZQA,2011-06-10 01:31:23
3.82,45,0,45,18,0,3,18,32,42,2,21,933,"2015,2016,2017,2018",85,752,Graciela,1486,wClUV2KsLWNZwOw5nlw6UQ,2013-05-14 18:43:44
3.76,255,6,255,171,3,17,78,79,168,12,90,2277,"2008,2009,2010,2015,2016,2017,2018",147,1607,Angie,2874,ZOx0CxL22g5TRvo5wieDBw,2008-03-12 23:46:35
3.52,96,0,96,50,0,18,55,3,29,2,41,1269,"2012,2013,2014,2015,2016,2017,2018",18,1039,Richard,1674,5K3XXulObIB_hb40sTxscA,2011-01-25 07:16:54
3.97,14,1,14,7,2,2,6,2,26,2,7,252,"2013,2014,2015,2016,2017,2018",21,194,Melinda,770,kFTv7S3SN5u9kLWP65m5Dg,2011-07-17 03:09:50
4.54,79,8,79,78,5,11,40,13,73,1,38,454,"2010,2011,2012,2013,2014",19,354,Stephanie,867,zDA9G8axQO2iE87qCRPYrw,2008-05-31 21:02:52
3.74,13,0,13,0,0,1,10,3,14,0,12,436,"2016,2017,2018",16,315,Matt,1020,eFUcc2QbaW0InWgsBsMiwA,2015-02-16 21:29:09
2.47,5,1,5,1,0,5,13,0,19,1,7,186,,23,342,Bill,1070,fyKNlOFv3FiZnVw_1Eym_g,2007-10-30 01:54:41
4.14,61,6,61,41,0,8,11,6,33,3,10,613,"2014,2015,2016,2017,2018",55,301,Megan,756,hiPzZgdP83HtF_aQ9lg9bA,2009-04-25 06:55:45
3.94,25,0,25,10,0,6,10,2,13,2,13,195,"2011,2012,2013,2014,2015,2016,2017,2018",14,140,Kien,395,K1mas1AjV3K2Dao2N6hKiA,2008-12-21 04:21:29
3.99,61,0,61,16,1,8,19,4,24,2,21,372,"2011,2012,2013,2014,2015,2016,2017,2018",37,221,Lisa,787,Q9WaRu0cNnmAAMBDkJakAQ,2010-07-06 00:59:54
3.42,56,5,56,23,5,12,40,3,28,7,9,363,"2007,2009,2010,2011,2012,2013,2014,2015,2016",21,514,Isaac,696,OniLiyqsK0qKv4kptqzipg,2007-01-29 05:51:02
3.76,19,2,19,11,1,7,24,3,14,3,11,441,"2008,2009,2010,2011,2012,2013,2014,2015",24,146,Stephanie,832,DbeM9DQrdCPNnceU6JJDiQ,2006-11-29 20:41:29
3.52,47,0,47,23,0,8,79,0,116,3,21,626,"2012,2013,2014,2015,2016,2017,2018",21,1423,Julie,1721,mKmIrkuMy7-1ds6ys-wVzQ,2008-11-03 20:50:20
3.9,34,1,34,25,5,5,17,1,29,3,40,469,"2010,2011,2012,2013,2014,2015,2016,2017",45,461,Joe,1342,fiDcrSANmmljv-6nl_gPtQ,2009-11-22 13:35:08
4.36,29,1,29,8,1,9,22,28,28,2,18,453,"2009,2010,2011,2012,2014,2015,2016,2017,2018",68,351,Anne,1170,xvu8G900tezTzbbfqmTKvA,2008-08-09 00:30:27
3.9,488,19,488,476,2,13,134,383,220,19,130,4072,"2011,2012,2013,2014",78,3378,Jamie,4565,lmQLg_GG2yM0WcQ_qFwJMQ,2011-03-05 01:25:40
4.17,9,0,9,7,0,1,6,6,14,2,2,237,"2014,2015,2016,2017,2018",40,113,Heidi,779,LwS4Vqoy-rK6vbHyU_5vaQ,2010-04-09 21:06:59
4.25,40,1,40,21,3,5,25,3,30,5,23,343,"2010,2011,2012,2013,2014,2015,2016,2017,2018",45,161,Teri,856,-pG4fm6eWoGLP6fIsFBvzw,2008-08-31 22:58:19
3.98,714,3,714,553,3,10,134,280,993,27,229,3622,"2011,2012,2013,2014,2015,2016,2017,2018",80,1859,Vince,4370,ed-C-BTs9Xp_5pqo32bLAw,2010-11-15 08:30:29
3.77,5,0,5,0,0,1,3,1,7,3,4,175,,13,303,Dan,533,NrB-XGbjBEkZ7sEMSzOAMQ,2012-05-02 15:20:23
3.5,176,1,176,49,0,3,77,78,139,2,34,1252,"2014,2015,2016,2017,2018",36,550,Sanita,1698,ea3HFxRRo4gZOmlDle8IPA,2011-04-14 04:17:51
4.04,51,0,51,33,0,2,7,4,49,2,30,330,"2011,2012,2013,2014,2015,2016",26,263,Joyce,919,jsT60G6Jqtj30vGkGercvQ,2010-06-02 20:36:22
3.25,12,1,12,10,0,1,8,0,9,0,22,173,"2013,2014,2015,2016,2017",17,91,Adam,550,pECz1XOrFhrOpQJkhxESmw,2008-11-24 15:26:41
3.54,26,2,26,13,0,4,21,4,54,2,14,715,,20,384,Rich,1128,bo8-dxZgXE9oPLBzGhTmnA,2011-02-18 23:22:15
3.63,20,1,20,7,3,4,7,7,12,2,8,171,"2008,2009,2010",15,127,Stephen,351,0mkHqKMyWOsxoywkBM8Grg,2006-05-12 15:14:21
3.77,153,16,153,154,8,16,58,30,161,19,91,784,"2010,2011,2012,2013,2014,2015",49,698,Alissa,1106,Suw8tiW7EHWpt7HhuB7SDw,2007-12-20 23:15:01
3.99,171,4,171,61,2,13,65,31,93,4,62,938,"2012,2013,2014,2015,2016,2017,2018",51,739,Mel,1394,puVOqPFjbAK9RFObEcoHWg,2012-06-28 06:22:16
3.78,235,9,235,117,19,11,90,88,121,31,60,1733,"2010,2011,2012,2013,2014,2015,2016,2017,2018",89,1273,Lloyd,2450,rl64kysIAlSg7zwCvGzjzw,2010-01-28 19:42:59
3.99,3,0,3,3,0,0,2,0,1,0,3,122,"2016,2017,2018",6,61,Ryan,277,ZMF6RzIF0XCL36qt8uEl3A,2012-06-04 19:07:10
3.44,64,1,64,29,0,5,53,18,40,2,57,525,"2014,2015,2016,2017,2018",49,474,Valerie,1426,dzXeeCDAZIrF0uVH4cSiSw,2013-06-17 21:29:52
3.7,0,0,0,0,0,1,8,0,3,0,2,57,,2,46,Nick,203,7KdlpelpDl-uvbQ2QsNCLw,2009-02-10 01:42:49
3.49,182,0,182,79,11,15,56,9,168,8,152,2914,"2012,2013",55,2795,Scott,3510,cuhDjaxd6IKEa4KpW6H1kg,2011-09-09 05:48:21
4.0,0,0,0,0,0,0,2,0,1,0,0,54,,2,25,F,83,bkYltVAsrfYb5AP4aEHh5A,2007-11-29 21:22:11
3.36,7,0,7,3,0,3,14,0,11,0,5,267,"2012,2013,2014,2015,2016",22,401,Chris,933,sETL8VgvQmXXt28OKdCSWA,2010-05-09 17:20:19
4.13,45,4,45,43,0,3,16,3,53,4,33,526,"2013,2014,2015,2016,2017,2018",43,265,Amanda,933,s-xVBnGjW1U4iqbTJRSu7Q,2012-03-22 17:46:02
3.47,55,5,55,21,0,10,44,39,90,2,22,1142,"2014,2015,2016,2017,2018",51,531,Kristi,1937,_V1v1Ez_b1L6oBglnEyKEQ,2010-10-23 23:24:05
3.84,4776,136,4776,4747,12,268,2400,1289,2927,113,481,8571,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",350,7649,Brett,9318,rMsB82tk9uOB6JumPMgczg,2007-08-03 01:52:10
4.03,638,25,638,378,12,58,127,213,740,34,226,1526,"2010,2011,2012,2013,2014,2015,2016,2017",89,1350,Eunice,1905,Dg1cJ224IfS2YwuJV5d5wQ,2009-10-31 16:28:47
3.89,57,7,57,30,5,6,29,6,13,3,8,271,"2007,2008,2009,2010,2011",25,184,Elaine,400,qthtyjV-1dHIApNHtWB40A,2007-08-12 01:08:01
3.55,20,1,20,9,0,0,15,65,4,0,3,247,"2016,2017,2018",48,173,Chris,669,Ao-6FYE29-I8WwPg67806A,2016-04-24 13:28:21
3.34,8,2,8,3,0,3,4,3,12,0,1,115,2012,10,62,Sarah,311,afGccMxMBgLD4i-8EUE06w,2007-07-19 03:52:56
3.77,19,0,19,15,2,5,38,17,38,0,22,289,"2012,2013,2014,2015,2016,2017,2018",29,222,TJ,925,tCGDX3IyNop6jvBUpaQArg,2010-11-03 17:27:50
4.01,64,3,64,61,14,5,69,4,127,5,31,529,"2012,2013,2014,2015,2016,2017,2018",39,289,Cheryl,1143,qumjKpb34tsSJ26Y2aaTPg,2011-02-28 18:05:01
3.4,51,1,51,7,1,3,24,2,42,1,10,456,"2009,2010,2011,2012",14,242,Mike,1188,MJ2UG-bCweD0BN5QdlS7zQ,2008-12-21 02:18:29
4.03,51,1,51,18,2,5,55,18,57,0,38,567,"2014,2015,2016,2017,2018",66,246,Randy,1060,ITSnuLOu81doC5GGT5NMSQ,2011-10-25 00:42:28
3.66,50,0,50,32,1,8,12,1,59,1,20,348,"2011,2012,2013,2014,2015,2016,2017,2018",27,234,Matt,935,vbEf26yXYP0WBsveEXWIlw,2010-08-27 14:01:55
3.5,41,4,41,28,1,11,27,13,92,5,21,243,"2010,2011,2012,2013,2014",29,132,Kaycie,596,Jp2uK8JCAlocK0SUg_-NwA,2007-08-29 06:28:11
3.72,79,7,79,40,0,10,18,41,52,9,34,1159,"2014,2015,2016,2017,2018",139,844,Jocelyn,1635,7HXrQEqAkzuttsDDDfIJ9Q,2009-07-19 20:51:35
3.52,29,0,29,10,4,5,22,1,12,1,8,313,"2007,2008,2009,2010,2011,2012,2013,2014",24,253,Amy,810,exv-64A9QBTmNJfI6b51uw,2006-08-21 17:54:04
4.01,147,16,147,161,10,23,77,14,86,20,105,1541,"2007,2008,2009,2010,2011,2012,2013,2014",120,2093,Stacey,1791,be8hFRSzakhqt37ojP308g,2007-07-06 06:26:20
4.1,391,46,391,357,9,31,113,32,340,21,88,1294,"2008,2009,2010,2011",55,898,Claudia,1871,TYO40Os_RFqzaMF0nrc6bA,2006-08-30 20:28:45
3.91,34,1,34,9,0,2,19,5,16,5,13,289,"2015,2016,2017,2018",18,152,Tracy,506,eDFrmALBc-HcJi3xXIV6RQ,2013-02-09 05:21:19
4.2,4,0,4,1,0,0,2,0,9,0,3,228,"2015,2016,2017,2018",8,152,Jordana,552,vakq_rhyuxEc4WNndCT0AA,2010-01-18 15:31:49
3.65,4,0,4,10,4,2,3,1,12,0,11,374,"2015,2016,2017,2018",28,417,Trina,734,1ZG-6QjiapNXAK2sIKLMEQ,2012-11-29 12:30:32
3.25,5,0,5,0,0,1,13,1,5,0,3,132,,12,178,Miranda,541,_LmZ_wWwbZ9Yp37WbP85ng,2009-11-21 05:50:25
3.99,42,2,42,14,0,2,21,14,27,0,39,732,"2014,2015,2016,2017,2018",36,329,Shannon,1092,b9Q74D4XvFjJHKvLBLSaEA,2011-03-08 17:56:47
3.78,56,0,56,56,0,12,53,4,77,8,12,428,"2010,2011,2012,2013,2014,2015",21,597,Victor,647,enNgSlVFfjDtegqVsVUYKw,2009-06-05 00:47:10
