,state,group_size,homeowner,car_age,car_value,risk_factor,age_oldest,age_youngest,married_couple,C_previous,duration_previous,A,B,C,D,E,F,G,cost
13458,GA,1,1,7,i,2.0,47,47,0,4.0,3.0,2,1,4,3,1,2,3,646
13459,ND,1,0,28,c,0.0,27,27,0,0.0,0.0,1,0,3,3,0,1,2,699
13460,ND,1,0,28,c,0.0,27,27,0,0.0,0.0,0,0,3,3,0,0,2,600
13461,ND,1,0,28,c,0.0,27,27,0,0.0,0.0,0,0,3,3,0,0,2,604
13462,ND,1,0,28,c,0.0,27,27,0,0.0,0.0,0,0,3,3,0,0,2,600
13463,AL,1,1,2,e,0.0,52,52,0,1.0,2.0,1,1,1,2,1,2,4,647
13464,AL,1,1,2,e,0.0,52,52,0,1.0,2.0,1,1,1,2,1,2,4,647
13465,AL,1,1,2,e,0.0,52,52,0,1.0,2.0,2,0,1,2,0,3,2,620
13466,NY,1,0,0,f,2.0,45,45,0,3.0,10.0,1,1,3,3,1,0,1,661
13467,NY,1,0,0,f,2.0,45,45,0,3.0,10.0,1,1,3,3,1,0,1,653
13468,NY,1,1,8,e,0.0,62,62,0,0.0,0.0,1,0,4,3,0,0,4,607
13469,NY,1,1,8,e,2.0,62,62,0,4.0,1.0,1,0,4,3,0,0,4,655
13470,NY,1,1,8,e,2.0,62,62,0,4.0,1.0,1,0,4,3,1,0,3,656
13471,NY,1,1,8,e,2.0,62,62,0,4.0,1.0,1,0,4,3,1,0,3,647
13472,NY,1,1,8,e,2.0,62,62,0,4.0,1.0,1,0,4,3,1,0,3,651
13473,NY,1,1,8,e,2.0,62,62,0,4.0,1.0,1,0,4,3,1,0,3,651
13474,NY,1,0,7,d,2.0,29,29,0,2.0,3.0,1,0,3,3,1,0,2,644
13475,NY,1,0,7,d,2.0,29,29,0,2.0,3.0,1,0,3,3,1,0,2,644
13476,NY,1,0,7,d,2.0,29,29,0,2.0,3.0,1,0,3,3,1,0,2,644
13477,FL,1,0,18,e,2.0,57,57,0,3.0,10.0,1,1,1,3,1,2,3,592
13478,FL,1,0,18,e,2.0,57,57,0,3.0,10.0,0,1,2,3,0,0,2,588
13479,FL,1,0,18,e,2.0,57,57,0,3.0,10.0,0,1,3,3,0,0,3,604
13480,FL,1,0,18,e,2.0,57,57,0,3.0,10.0,0,1,3,3,0,0,3,608
13481,FL,1,1,4,h,1.0,42,42,0,4.0,15.0,2,0,1,1,0,3,3,643
13482,FL,1,1,4,h,1.0,42,42,0,4.0,15.0,2,1,4,3,1,3,3,681
13483,FL,1,0,5,d,1.0,47,47,0,2.0,5.0,1,1,1,2,0,2,3,620
13484,FL,1,0,5,d,1.0,47,47,0,2.0,5.0,1,1,2,3,1,2,3,635
13485,FL,1,0,5,d,1.0,47,47,0,2.0,5.0,1,1,2,3,1,2,3,635
13486,IN,1,0,11,f,4.0,44,44,0,3.0,1.0,0,0,1,1,0,0,2,529
13487,IN,1,0,11,f,4.0,44,44,0,3.0,1.0,0,0,1,1,0,0,1,543
13488,PA,1,1,8,e,3.0,69,69,0,3.0,5.0,1,1,3,3,1,1,3,639
13489,PA,1,1,8,e,3.0,69,69,0,3.0,5.0,1,1,3,3,1,1,3,626
13490,IN,1,0,8,g,1.0,43,43,0,3.0,5.0,1,0,3,3,0,0,3,603
13491,IN,1,0,8,g,1.0,43,43,0,3.0,5.0,1,0,3,3,0,1,3,619
13492,OR,1,0,2,d,0.0,28,28,0,2.0,1.0,1,0,3,3,0,2,4,659
13493,OR,1,0,2,d,0.0,28,28,0,2.0,1.0,1,0,3,3,0,2,4,659
13494,OR,1,0,2,d,0.0,28,28,0,2.0,1.0,1,0,2,2,0,2,2,635
13495,CO,2,1,13,f,3.0,63,45,0,3.0,3.0,1,0,3,3,0,2,1,588
13496,CO,2,1,13,f,3.0,63,45,0,3.0,3.0,1,0,3,3,0,2,1,600
13497,CO,2,1,13,f,3.0,63,45,0,3.0,3.0,1,0,3,3,0,2,1,600
13498,CO,2,1,13,f,3.0,63,45,0,3.0,3.0,1,1,1,1,0,1,3,620
13499,CO,2,1,13,f,3.0,63,45,0,3.0,3.0,1,1,1,1,0,1,3,628
13500,CO,2,1,13,f,3.0,63,45,0,3.0,3.0,1,1,1,1,0,1,3,628
13501,FL,1,0,12,g,3.0,20,20,0,3.0,4.0,1,1,3,3,1,2,3,708
13502,FL,1,0,12,g,3.0,20,20,0,3.0,4.0,1,1,1,3,1,2,3,694
13503,NV,1,0,2,d,0.0,19,19,0,1.0,4.0,2,1,3,3,1,1,3,737
13504,NV,1,0,2,d,0.0,19,19,0,1.0,4.0,1,1,1,3,1,1,3,723
13505,NV,1,0,2,d,0.0,19,19,0,1.0,4.0,1,1,1,3,1,1,3,717
13506,NV,1,0,2,d,0.0,19,19,0,1.0,4.0,1,1,1,3,1,1,3,723
13507,FL,1,1,11,f,1.0,75,75,0,2.0,15.0,1,0,3,3,0,2,3,588
13508,FL,1,1,11,f,1.0,75,75,0,2.0,15.0,1,0,3,3,0,2,3,588
13509,FL,1,1,11,f,1.0,75,75,0,2.0,15.0,1,0,2,3,0,1,3,578
13510,OR,1,0,4,f,4.0,25,25,0,2.0,9.0,1,1,2,2,0,2,1,601
13511,OR,1,0,4,f,4.0,25,25,0,2.0,1.0,1,1,2,3,0,1,3,631
13512,OR,1,0,4,f,4.0,25,25,0,2.0,1.0,1,1,2,3,0,1,3,631
13513,KY,1,0,8,f,0.0,36,36,0,1.0,1.0,1,0,1,3,0,2,1,632
13514,KY,1,0,8,f,0.0,36,36,0,1.0,1.0,1,0,1,3,0,2,1,632
13515,KY,1,0,8,f,0.0,36,36,0,1.0,1.0,1,0,1,3,0,2,1,640
13516,UT,2,1,13,f,3.0,54,16,0,1.0,3.0,1,1,1,2,1,2,1,704
13517,UT,2,1,13,f,3.0,54,16,0,1.0,3.0,0,1,1,2,0,0,1,668
13518,UT,2,1,13,e,3.0,54,16,0,1.0,3.0,0,1,1,2,0,0,1,650
13519,NV,1,0,9,g,4.0,54,54,0,3.0,2.0,1,1,3,3,1,2,1,662
13520,NV,1,0,9,g,4.0,54,54,0,3.0,2.0,1,1,3,3,1,2,3,665
13521,NV,1,0,9,g,4.0,54,54,0,3.0,2.0,1,1,3,3,1,2,3,656
13522,WI,2,0,7,d,3.0,53,53,1,3.0,2.0,1,0,3,3,0,2,1,572
13523,WI,2,0,7,d,3.0,53,53,1,3.0,2.0,1,0,3,3,0,2,1,572
13524,WI,2,0,7,d,3.0,53,53,1,3.0,2.0,1,0,3,3,0,2,1,572
13525,WI,2,0,7,d,3.0,53,53,1,3.0,2.0,1,0,3,3,0,2,1,572
13526,FL,1,1,7,e,1.0,70,70,0,3.0,2.0,1,0,3,3,0,1,3,612
13527,FL,1,1,7,e,1.0,70,70,0,3.0,2.0,1,0,3,3,0,1,3,612
13528,FL,1,1,7,e,1.0,70,70,0,3.0,2.0,1,0,3,3,0,1,3,612
13529,FL,1,1,7,e,1.0,70,70,0,3.0,2.0,1,0,3,3,0,1,3,612
13530,FL,1,1,7,e,1.0,70,70,0,3.0,2.0,1,0,3,3,0,1,3,612
13531,FL,1,1,7,e,1.0,70,70,0,3.0,2.0,1,0,3,3,0,1,3,616
13532,MO,2,1,3,g,4.0,48,46,1,3.0,3.0,1,0,3,3,0,2,1,568
13533,MO,2,1,3,g,4.0,48,46,1,3.0,3.0,1,1,3,3,1,2,2,585
13534,MO,2,1,3,g,4.0,48,46,1,3.0,3.0,1,1,3,3,1,2,2,594
13535,MO,2,1,3,g,4.0,48,46,1,3.0,3.0,1,1,3,3,1,2,2,594
13536,PA,1,0,16,e,4.0,40,40,0,3.0,1.0,0,1,2,3,0,0,3,580
13537,PA,1,0,16,e,4.0,40,40,0,3.0,1.0,0,1,2,3,0,0,3,590
13538,PA,1,0,16,e,4.0,40,40,0,3.0,1.0,0,1,2,3,0,0,3,590
13539,PA,1,0,16,e,4.0,40,40,0,3.0,1.0,0,1,2,3,0,0,3,590
13540,PA,1,0,16,e,4.0,40,40,0,3.0,1.0,0,1,2,3,0,0,3,590
13541,PA,1,0,16,e,4.0,40,40,0,3.0,1.0,0,1,2,3,0,0,3,588
13542,OH,1,1,10,e,0.0,39,39,0,3.0,2.0,1,1,3,3,1,2,2,655
13543,OH,1,1,10,e,0.0,39,39,0,3.0,2.0,0,0,3,3,0,0,2,599
13544,OH,1,1,10,e,0.0,39,39,0,3.0,2.0,0,0,3,3,0,0,2,602
13545,OH,1,1,10,e,0.0,39,39,0,3.0,2.0,0,0,3,3,0,0,2,602
13546,OH,1,1,10,e,0.0,39,39,0,3.0,2.0,0,0,3,3,0,0,2,602
13547,OH,1,1,10,e,0.0,39,39,0,3.0,2.0,0,0,1,1,0,0,2,568
13548,MS,1,0,8,e,0.0,30,30,0,3.0,13.0,0,0,1,1,0,0,4,574
13549,MS,1,0,8,e,0.0,30,30,0,3.0,13.0,1,1,1,1,1,2,2,632
13550,MS,1,0,8,e,0.0,30,30,0,3.0,13.0,1,1,1,1,1,2,2,642
13551,MS,1,0,8,e,0.0,30,30,0,3.0,13.0,1,1,1,1,1,2,2,642
13552,MS,1,0,8,e,0.0,30,30,0,3.0,13.0,1,1,1,1,1,2,2,642
13553,MS,1,0,8,e,0.0,30,30,0,3.0,13.0,1,1,1,1,1,2,2,642
13554,MS,1,0,8,e,0.0,30,30,0,3.0,13.0,1,1,1,1,1,2,2,639
13555,FL,3,1,1,g,3.0,55,33,1,1.0,6.0,1,0,1,2,0,2,3,678
13556,FL,3,1,1,g,3.0,55,33,1,1.0,6.0,1,0,1,2,0,2,3,685
13557,FL,3,1,1,g,3.0,55,33,1,1.0,6.0,1,0,1,2,0,2,3,685
13558,FL,3,1,1,g,3.0,55,33,1,1.0,6.0,1,0,1,2,0,2,3,685
13559,GA,1,0,0,e,4.0,25,25,0,4.0,7.0,0,0,4,3,0,0,4,591
13560,GA,1,0,0,e,4.0,25,25,0,4.0,7.0,0,0,4,3,0,0,4,601
13561,OK,2,0,12,f,0.0,64,55,1,2.0,1.0,2,0,1,1,0,2,2,575
13562,OK,2,0,12,f,0.0,64,55,1,2.0,1.0,2,0,1,1,0,2,2,578
13563,KS,2,0,7,g,0.0,34,30,1,3.0,14.0,1,1,2,2,1,2,2,645
13564,KS,2,0,7,g,0.0,34,30,1,3.0,14.0,1,1,2,3,0,2,2,641
13565,UT,1,0,6,d,0.0,21,21,0,4.0,0.0,0,0,1,1,0,0,4,594
13566,UT,1,0,6,d,0.0,21,21,0,4.0,0.0,2,0,2,2,1,3,2,653
13567,UT,1,0,6,d,0.0,21,21,0,4.0,0.0,2,0,2,2,1,3,2,653
13568,TN,2,1,6,f,3.0,58,48,1,1.0,15.0,1,1,2,2,1,2,1,621
13569,TN,2,1,6,f,3.0,58,48,1,1.0,15.0,1,1,2,2,1,2,1,621
13570,TN,2,1,6,f,3.0,58,48,1,1.0,15.0,1,1,2,2,1,2,2,633
13571,TN,2,1,6,f,3.0,58,48,1,1.0,15.0,1,1,2,2,1,2,2,637
13572,TN,2,1,6,f,3.0,58,48,1,1.0,15.0,1,1,2,2,1,2,2,637
13573,ID,1,0,10,h,2.0,33,33,0,3.0,10.0,2,0,3,3,0,3,2,615
13574,ID,1,0,10,h,2.0,33,33,0,3.0,10.0,2,0,3,3,0,3,2,615
13575,OH,1,0,20,d,4.0,66,66,0,4.0,3.0,1,0,2,2,0,2,4,625
13576,OH,1,0,20,d,4.0,66,66,0,4.0,3.0,0,0,2,2,0,0,3,558
13577,OH,1,0,20,d,4.0,66,66,0,4.0,3.0,0,0,2,2,0,0,3,561
13578,OH,1,0,20,d,4.0,66,66,0,4.0,3.0,0,0,2,2,0,0,3,561
13579,PA,1,1,1,f,0.0,30,30,0,4.0,3.0,2,1,4,3,0,2,1,636
13580,PA,1,1,1,f,0.0,30,30,0,4.0,3.0,2,1,4,3,0,2,1,624
13581,PA,1,1,1,f,0.0,30,30,0,4.0,3.0,2,1,4,3,0,2,1,636
13582,PA,1,0,4,d,0.0,26,26,0,4.0,2.0,1,0,1,3,1,2,1,641
13583,PA,1,0,4,d,0.0,26,26,0,4.0,2.0,1,0,1,3,1,2,1,641
13584,PA,1,0,4,d,0.0,26,26,0,4.0,2.0,1,0,3,3,1,2,1,657
13585,GA,1,1,8,f,0.0,38,38,0,1.0,2.0,0,0,2,2,0,0,4,600
13586,GA,1,1,8,f,0.0,38,38,0,1.0,2.0,1,1,2,2,1,2,3,641
13587,GA,1,1,8,f,0.0,38,38,0,1.0,2.0,1,1,2,2,1,2,3,649
13588,GA,1,1,8,f,0.0,38,38,0,1.0,2.0,1,1,2,2,1,2,3,648
13589,GA,1,1,8,f,0.0,38,38,0,1.0,2.0,1,1,2,2,1,2,3,648
13590,GA,1,1,8,f,0.0,38,38,0,1.0,2.0,1,1,2,2,1,2,3,648
13591,GA,1,1,13,d,0.0,60,60,0,0.0,0.0,0,0,1,1,0,0,2,637
13592,GA,1,1,13,d,0.0,60,60,0,0.0,0.0,1,0,1,1,0,2,2,704
13593,IA,1,0,8,d,0.0,21,21,0,3.0,6.0,1,0,3,3,0,2,2,780
13594,IA,1,0,8,d,0.0,21,21,0,3.0,6.0,1,0,3,3,0,2,2,780
13595,CT,1,0,11,e,4.0,49,49,0,1.0,3.0,1,0,3,3,1,0,4,666
13596,CT,1,0,11,e,4.0,49,49,0,1.0,3.0,1,0,3,3,1,0,4,666
13597,NY,1,1,14,d,4.0,48,48,0,2.0,7.0,1,0,2,2,0,0,2,677
13598,NY,1,1,14,d,4.0,48,48,0,2.0,7.0,0,0,2,2,0,0,2,657
13599,NY,1,1,14,d,4.0,48,48,0,2.0,7.0,0,0,2,2,0,0,2,657
13600,NY,1,1,14,d,4.0,48,48,0,2.0,7.0,0,0,2,2,0,0,2,660
13601,NY,1,1,14,d,4.0,48,48,0,2.0,7.0,0,0,2,2,0,0,2,660
13602,NY,1,1,14,d,4.0,48,48,0,2.0,7.0,0,0,2,2,0,0,2,660
13603,NV,3,1,7,g,0.0,37,27,1,1.0,3.0,1,1,3,3,1,2,4,717
13604,NV,3,1,7,g,0.0,37,27,1,1.0,3.0,2,0,1,3,1,2,3,688
13605,OH,1,0,12,f,0.0,59,59,0,1.0,3.0,1,1,3,3,1,2,4,653
13606,OH,1,0,12,f,0.0,59,59,0,1.0,3.0,1,1,3,3,1,2,2,641
13607,OH,1,0,12,f,0.0,59,59,0,1.0,3.0,1,1,3,3,1,2,2,641
13608,OH,1,0,12,f,0.0,59,59,0,1.0,3.0,0,1,1,3,0,0,2,579
13609,OH,1,0,12,f,0.0,59,59,0,1.0,3.0,0,0,1,1,0,0,2,581
13610,AL,1,1,12,h,0.0,33,33,0,2.0,13.0,1,0,2,2,0,2,2,669
13611,AL,1,1,12,h,0.0,33,33,0,2.0,13.0,1,1,2,2,1,2,2,673
13612,AL,1,1,12,h,0.0,33,33,0,2.0,13.0,1,1,2,2,1,2,2,673
13613,AL,1,1,12,h,0.0,33,33,0,2.0,13.0,1,1,2,2,1,2,2,663
13614,AL,1,1,12,h,0.0,33,33,0,2.0,13.0,1,1,2,2,1,2,2,665
13615,AL,1,1,12,h,0.0,33,33,0,2.0,13.0,1,1,2,2,1,2,2,663
13616,AL,1,1,12,h,0.0,33,33,0,2.0,13.0,1,1,2,2,1,2,2,671
13617,FL,1,0,4,f,3.0,22,22,0,4.0,4.0,1,1,4,3,1,2,4,680
13618,FL,1,0,4,f,3.0,22,22,0,4.0,4.0,1,1,4,3,1,2,3,667
13619,FL,1,0,4,f,3.0,22,22,0,4.0,4.0,1,1,4,3,1,2,3,667
13620,FL,1,0,4,f,3.0,22,22,0,4.0,4.0,1,1,4,3,1,2,3,667
13621,IN,1,1,5,f,1.0,70,70,0,2.0,15.0,1,0,2,2,1,2,2,585
13622,IN,1,1,5,f,1.0,70,70,0,2.0,15.0,1,1,3,2,1,1,1,583
13623,AL,1,1,8,e,3.0,75,75,0,0.0,0.0,0,0,1,1,0,0,2,557
13624,AL,1,1,8,e,3.0,75,75,0,0.0,0.0,1,1,3,3,1,1,2,672
13625,CO,1,0,6,d,0.0,30,30,0,2.0,14.0,1,0,3,3,0,2,2,610
13626,CO,1,1,6,d,0.0,30,30,0,2.0,14.0,1,1,3,3,1,2,2,613
13627,CO,1,1,6,d,0.0,30,30,0,2.0,14.0,1,1,3,3,1,2,2,613
13628,OH,1,1,8,e,0.0,47,47,0,4.0,6.0,2,0,3,3,0,3,3,579
13629,OH,1,1,8,e,0.0,47,47,0,4.0,6.0,2,0,3,3,0,3,3,581
13630,OH,1,1,8,e,0.0,47,47,0,4.0,6.0,1,0,4,3,0,2,3,598
13631,OH,1,1,8,e,0.0,47,47,0,4.0,6.0,1,0,4,3,0,2,3,598
13632,OH,1,1,8,e,0.0,47,47,0,4.0,6.0,1,0,4,3,0,2,3,598
13633,PA,2,1,20,d,0.0,51,36,1,1.0,1.0,0,0,1,2,0,0,2,652
13634,PA,2,1,20,d,0.0,51,36,1,1.0,1.0,0,0,1,2,0,0,2,622
13635,PA,2,1,20,d,0.0,51,36,1,1.0,1.0,0,0,1,2,0,0,2,616
13636,WA,1,0,3,e,2.0,62,62,0,3.0,2.0,1,0,3,3,1,2,3,606
13637,WA,1,0,3,e,2.0,62,62,0,3.0,2.0,1,0,3,3,1,2,3,606
13638,IN,1,0,15,f,4.0,29,29,0,1.0,2.0,0,0,1,1,0,1,4,585
13639,IN,1,0,15,f,4.0,29,29,0,1.0,2.0,0,0,1,1,0,1,4,585
13640,PA,1,1,14,e,2.0,57,57,0,3.0,10.0,1,1,3,3,1,1,4,636
13641,PA,1,1,14,e,2.0,57,57,0,3.0,10.0,1,0,3,3,1,1,4,612
13642,IN,1,1,7,d,2.0,24,24,0,2.0,1.0,2,0,2,2,0,2,2,576
13643,IN,1,1,7,d,2.0,24,24,0,2.0,1.0,2,0,2,2,0,2,2,576
13644,IN,2,1,1,f,4.0,62,61,1,2.0,1.0,0,0,1,1,0,0,4,530
13645,IN,2,1,1,f,4.0,62,61,1,2.0,1.0,1,1,2,2,1,2,4,638
13646,IN,2,1,1,f,4.0,62,61,1,2.0,1.0,1,1,2,2,1,2,4,650
13647,IN,2,1,1,f,4.0,62,61,1,2.0,1.0,1,1,2,2,1,2,4,650
13648,IN,2,1,1,f,4.0,62,61,1,2.0,1.0,1,1,2,2,1,2,4,650
13649,IN,2,1,1,f,4.0,62,61,1,2.0,1.0,1,1,2,2,1,2,4,633
13650,MD,1,1,16,d,3.0,21,21,0,3.0,4.0,0,1,3,2,1,1,2,633
13651,MD,1,1,16,d,3.0,21,21,0,3.0,4.0,0,1,3,3,1,1,3,645
13652,MD,1,1,16,d,3.0,21,21,0,3.0,4.0,1,1,3,3,1,1,3,681
13653,OH,1,1,2,e,0.0,35,35,0,3.0,3.0,1,1,3,3,1,1,3,666
13654,OH,1,1,2,e,0.0,35,35,0,3.0,3.0,1,1,3,3,1,1,3,666
13655,OH,1,1,2,e,0.0,35,35,0,3.0,3.0,1,1,3,3,1,1,3,666
13656,NY,1,1,14,d,4.0,62,62,0,3.0,15.0,0,0,3,3,0,0,2,697
13657,NY,1,1,14,d,4.0,62,62,0,3.0,15.0,0,0,1,3,0,0,2,686
13658,IN,1,1,8,e,1.0,73,73,0,3.0,0.0,0,0,2,2,0,0,4,560
13659,IN,1,1,8,e,1.0,73,73,0,3.0,0.0,1,0,3,3,1,1,4,631
13660,OH,1,1,6,e,2.0,50,50,0,4.0,9.0,1,1,4,3,0,1,4,593
13661,OH,1,1,6,e,2.0,50,50,0,4.0,9.0,1,1,4,3,0,1,4,600
13662,OH,1,1,6,e,2.0,50,50,0,4.0,9.0,1,1,4,3,0,1,4,600
13663,OH,1,1,6,e,2.0,50,50,0,4.0,9.0,1,1,4,3,0,1,4,600
13664,OH,1,1,6,e,2.0,50,50,0,4.0,9.0,1,1,4,3,0,1,4,600
13665,OR,2,0,3,g,2.0,68,66,1,3.0,15.0,1,0,3,3,0,1,2,596
13666,OR,2,0,3,g,2.0,68,66,1,3.0,15.0,1,0,3,3,0,2,2,595
13667,FL,1,1,2,e,1.0,75,75,0,3.0,2.0,2,0,1,1,0,3,3,579
13668,FL,1,1,2,e,1.0,75,75,0,3.0,2.0,1,0,3,3,1,1,3,612
13669,FL,1,1,2,e,1.0,75,75,0,3.0,2.0,1,0,3,3,1,1,3,612
13670,TN,1,0,6,f,0.0,38,38,0,3.0,0.0,1,1,2,2,1,2,3,690
13671,TN,1,0,6,f,0.0,38,38,0,3.0,0.0,1,1,2,2,1,2,1,676
13672,TN,1,0,6,f,0.0,38,38,0,3.0,0.0,1,1,3,3,0,2,1,688
13673,TN,1,0,6,f,0.0,38,38,0,3.0,0.0,1,1,3,3,0,2,1,692
13674,IN,1,1,6,e,4.0,72,70,1,3.0,10.0,1,0,3,3,0,3,2,660
13675,IN,1,1,6,e,4.0,72,70,1,3.0,10.0,2,0,3,3,0,3,2,648
13676,NY,1,0,7,f,2.0,44,44,0,3.0,3.0,1,0,3,2,1,0,2,694
13677,NY,1,0,7,f,2.0,44,44,0,3.0,3.0,1,0,3,2,1,0,2,699
13678,NY,1,0,7,f,2.0,44,44,0,3.0,3.0,1,0,3,2,1,0,2,703
13679,NY,1,0,7,f,2.0,44,44,0,3.0,3.0,1,0,3,2,1,0,2,703
13680,NY,1,0,7,f,2.0,44,44,0,3.0,3.0,1,0,3,2,1,0,2,703
13681,PA,1,1,4,e,0.0,37,37,0,3.0,0.0,1,1,3,3,1,1,2,580
13682,PA,1,1,4,e,0.0,37,37,0,3.0,0.0,1,1,3,3,1,1,2,580
13683,OH,1,1,2,f,0.0,32,32,0,3.0,3.0,1,1,2,2,1,2,3,646
13684,OH,1,1,2,f,0.0,32,32,0,3.0,3.0,1,1,2,2,1,2,3,659
13685,OH,1,0,13,d,3.0,22,22,0,2.0,5.0,1,1,3,3,1,1,2,711
13686,OH,1,0,13,d,3.0,22,22,0,2.0,5.0,0,1,2,3,0,0,3,637
13687,PA,1,1,12,f,2.0,45,45,0,1.0,3.0,1,1,3,3,1,2,4,615
13688,PA,1,1,12,f,2.0,45,45,0,1.0,3.0,1,1,3,3,1,2,2,598
13689,PA,1,1,12,f,2.0,45,45,0,1.0,3.0,1,1,3,3,1,2,2,597
13690,NY,1,1,7,e,2.0,57,57,0,4.0,15.0,1,0,4,3,1,0,2,581
13691,NY,1,1,7,e,2.0,57,57,0,4.0,15.0,1,0,4,3,1,0,2,581
13692,NY,1,1,7,e,2.0,57,57,0,4.0,15.0,1,0,4,3,1,0,2,585
13693,NY,1,1,7,e,2.0,57,57,0,4.0,15.0,1,0,4,3,1,0,2,589
13694,NY,1,1,7,e,2.0,57,57,0,4.0,15.0,1,0,4,3,1,0,2,589
13695,IN,1,0,10,f,3.0,55,55,0,0.0,0.0,1,1,2,3,0,1,2,661
13696,IN,1,0,10,f,3.0,55,55,0,0.0,0.0,1,1,2,3,0,1,4,616
13697,NY,1,0,17,d,4.0,42,42,0,3.0,2.0,1,0,2,1,0,0,2,731
13698,NY,1,0,17,d,4.0,42,42,0,3.0,2.0,0,1,3,3,0,0,2,710
13699,NY,1,0,17,d,4.0,42,42,0,3.0,2.0,0,0,3,3,0,0,2,735
13700,NY,1,0,17,d,4.0,42,42,0,3.0,2.0,0,1,3,3,0,0,2,710
13701,NY,1,0,17,d,4.0,42,42,0,3.0,2.0,0,1,3,3,0,0,2,710
13702,AL,2,1,1,d,0.0,56,16,0,3.0,15.0,1,1,3,3,1,2,2,715
13703,AL,2,1,1,d,0.0,56,16,0,3.0,15.0,1,1,3,3,1,2,2,722
13704,AL,1,0,18,c,2.0,31,31,0,4.0,9.0,1,1,4,3,1,2,4,602
13705,AL,1,0,18,c,2.0,31,31,0,4.0,9.0,0,1,2,3,0,0,4,544
13706,AL,1,0,18,c,2.0,31,31,0,4.0,9.0,0,1,2,3,0,0,2,544
13707,AL,1,0,18,c,2.0,31,31,0,4.0,9.0,0,1,2,3,0,0,4,544
13708,AL,1,0,18,c,2.0,31,31,0,4.0,9.0,0,1,2,3,0,0,4,551
13709,ID,1,1,24,d,4.0,44,44,0,3.0,15.0,2,1,2,2,0,2,1,586
13710,ID,1,1,24,d,4.0,44,44,0,3.0,15.0,0,1,2,2,0,0,2,544
13711,ID,1,1,24,d,4.0,44,44,0,3.0,15.0,0,1,1,1,0,0,2,539
13712,OK,1,1,12,f,3.0,66,66,0,3.0,11.0,0,0,1,1,0,2,2,560
13713,OK,1,1,12,f,3.0,66,66,0,3.0,11.0,1,0,3,3,0,2,2,586
13714,FL,2,1,10,e,1.0,35,33,1,0.0,0.0,2,0,1,2,0,3,2,739
13715,FL,2,1,10,e,1.0,35,33,1,0.0,0.0,2,0,1,2,0,3,2,739
13716,FL,2,1,10,e,1.0,35,33,1,0.0,0.0,1,0,1,2,0,2,2,741
13717,FL,2,1,10,e,1.0,35,33,1,0.0,0.0,1,0,1,2,0,2,2,741
13718,NY,1,1,3,e,2.0,28,28,0,4.0,11.0,1,0,3,3,0,0,2,595
13719,NY,1,1,3,e,2.0,28,28,0,4.0,11.0,1,0,3,3,0,0,2,595
13720,AL,1,1,10,d,0.0,66,35,0,0.0,0.0,0,0,1,1,0,0,4,599
13721,AL,1,1,10,d,0.0,66,35,0,0.0,0.0,0,0,1,1,0,0,1,589
13722,AL,1,1,10,d,0.0,66,35,0,0.0,0.0,1,0,3,3,0,2,1,650
13723,KY,1,0,19,e,0.0,31,31,0,1.0,5.0,0,0,1,1,0,0,2,622
13724,KY,1,0,19,e,0.0,31,31,0,1.0,5.0,0,0,1,1,0,0,2,615
13725,KY,1,0,19,e,0.0,31,31,0,1.0,5.0,0,0,1,1,0,0,2,608
13726,GA,1,1,4,e,4.0,25,25,0,3.0,10.0,1,0,2,2,0,2,2,650
13727,GA,1,1,4,e,4.0,26,26,0,3.0,10.0,1,0,2,2,0,2,2,639
13728,GA,1,1,4,e,4.0,26,26,0,3.0,10.0,1,0,2,2,0,2,2,632
13729,GA,1,1,4,e,4.0,26,26,0,3.0,10.0,2,1,3,3,1,2,2,634
13730,GA,1,1,4,e,4.0,26,26,0,3.0,10.0,2,1,3,3,1,2,2,634
13731,GA,1,1,4,e,4.0,26,26,0,3.0,10.0,2,1,3,3,1,2,2,634
13732,AR,1,1,1,f,0.0,44,44,0,4.0,4.0,1,1,1,1,1,2,1,620
13733,AR,1,1,1,f,0.0,44,44,0,4.0,4.0,1,0,4,3,0,2,1,627
13734,AR,1,1,1,f,0.0,44,44,0,4.0,4.0,1,0,4,3,0,2,1,627
13735,AR,1,1,1,f,0.0,44,44,0,4.0,4.0,1,0,4,3,0,2,1,624
13736,AR,1,1,1,f,0.0,44,44,0,4.0,4.0,1,0,4,3,0,2,1,624
13737,AR,1,1,1,f,0.0,44,44,0,4.0,4.0,1,0,4,3,0,2,1,624
13738,AR,1,1,1,f,0.0,44,44,0,4.0,4.0,1,0,4,3,0,2,1,624
13739,MO,2,0,6,d,0.0,40,27,1,1.0,15.0,1,1,2,3,1,2,4,635
13740,MO,2,0,6,d,0.0,40,27,1,1.0,15.0,1,1,2,3,0,2,1,602
13741,UT,1,1,16,,0.0,41,41,0,0.0,0.0,1,1,1,1,1,1,2,679
13742,UT,1,1,16,e,0.0,41,41,0,0.0,0.0,1,0,1,1,0,1,3,600
13743,MD,1,1,8,f,4.0,34,34,0,2.0,12.0,1,1,2,3,1,2,2,637
13744,MD,1,1,8,f,4.0,34,34,0,2.0,12.0,1,1,2,3,1,2,2,644
13745,NY,1,1,11,e,1.0,75,75,0,4.0,7.0,1,1,3,3,1,0,2,643
13746,NY,1,1,11,e,1.0,75,75,0,4.0,7.0,0,1,4,3,0,0,2,629
13747,NY,1,1,11,e,1.0,75,75,0,4.0,7.0,0,1,4,3,0,0,2,634
